timestamp,prosthetic_load,intact_load,socket_pressure,knee_angle_variance,angular_velocity,ground_contact_time,stride_length,heart_rate,fatigue_label,symmetry_ratio
0,183.34673207028638,2028.43248823275,56.364341334243896,,556.1510586162719,1,162.52,70.0,0,0.08502772603961309
1,125.7665862480334,1953.5664466322455,37.04040872185957,,577.0043327393652,1,161.76,70.01050972149238,0,0.07053941872126858
2,128.8714251223521,2069.686303009461,37.3269696766269,,733.4507481760448,1,161.52,70.02101944298477,0,0.06599999967
3,148.02602485655052,2038.4860225417617,43.05617695514777,,478.1328267333252,1,161.72,70.03152916447713,0,0.07346938738025822
4,246.44480595464893,1922.671062995843,74.83153349475215,,428.6327099044122,1,162.56,70.04203888596952,0,0.12761506209406348
5,78.09557678438169,1854.212164754943,19.15443575417383,,534.2087606919227,1,162.24,70.0525486074619,0,0.039175257530024446
6,73.51495426535803,1944.4796531054071,20.880046478760782,,526.2869939491189,1,161.24,70.06305832895428,0,0.03838383818998062
7,32.817720988870484,1773.4994770836038,10.29596782763198,,481.50285565092963,1,161.96,70.07356805044667,0,0.016949152452599828
8,0.0,1755.5990894256565,3.6533728071828255,,358.2903850230983,1,162.6,70.08407777193905,0,0.0
9,189.4228826874846,1666.1856025086392,55.43303667186972,,264.1457930764751,1,162.84,70.09458749343142,0,0.11707317001784652
10,142.13782899024523,1587.0705672019749,39.03042299279135,,183.01912468373354,1,162.52,70.1050972149238,0,0.09547738633494104
11,37.90223250433647,1356.0777289166374,13.04499006976775,,147.9121360808504,1,161.52,70.11560693641619,0,0.026086956332703217
12,43.857870858251275,1335.1198629400149,13.077211042018627,,71.72865536171719,1,162.16,70.12611665790857,0,0.03206997061173491
13,15.026021905517208,1178.6954305006552,5.9700862234693455,,103.29569206893383,1,162.52,70.13662637940095,0,0.013333333222222224
14,53.35449712906009,1245.2095383860822,16.96325587045975,,204.99756096110022,1,162.16,70.14713610089332,0,0.04220779186519649
15,45.1836248902334,1211.3628599081203,15.051411463188765,,370.98382714075285,1,161.72,70.1576458223857,0,0.036065573474872346
16,189.76256303766138,1278.1195360202055,58.62243878538347,,339.37147788227577,1,163.20000000000002,70.16815554387809,0,0.15635179025772158
17,35.578094489857,1335.8772380799637,10.691042881759861,,487.0872611760648,1,161.84,70.17866526537047,0,0.025495750527650494
18,169.11330732468218,1252.322314138891,50.113112384589186,,773.8481763240126,1,161.64000000000001,70.18917498686285,0,0.1324921125197783
19,28.562480096073514,1383.0926750872404,5.5060379942546405,30498.69473684209,805.2484088776581,1,162.56,70.19968470835524,0,0.020710059018416722
20,65.29020803115183,1479.2592626628157,22.63164014583174,29814.90526315788,913.9896060678152,1,162.56,70.2101944298476,0,0.041775456646374304
21,43.74845553451345,1472.4731497949876,13.860357680588498,28280.042105263143,909.1584020400405,1,162.84,70.22070415133999,0,0.028795811329870344
22,198.6191880988453,1698.6032335464731,60.35428055871895,22579.536842105244,764.2519218163602,1,162.84,70.23121387283237,0,0.11707317001784652
23,45.58076178082388,1609.8705134588433,14.486594525838191,29198.4842105263,656.9969558529172,1,161.52,70.24172359432475,0,0.027522935622001515
24,79.30959386510644,1912.2355232934392,22.633687566129392,29452.463157894726,626.873990527602,1,162.52,70.25223331581714,0,0.0454545452085793
25,90.17863783572771,1804.2111991628556,26.180689826238858,32374.06315789473,619.5038337250222,1,161.88,70.2627430373095,0,0.044491525188074546
